id,entity_id,registration_number,name,type,founding_date,background,url,alt_id
3921,o-33d11733d9,123380800,Myanmar Apolo park,Company,2019-11-16,"""<p class=\""MsoNormal\"">The \""<a href=\""https://www.douyin.com/video/7102807802900417822\"">Myanmar Apolo park</a>\"" project is located on Kyauk Lone Gyi, Livestock Zone No (26) No (4) Quarter, Myawaddy Township, Kayin State, Myanmar in an area controlled by the Kayin State BGF.<br></p><p class=\""MsoNormal\"">The \""<a href=\""https://www.tiktok.com/@leileimldq/video/7205167152586919214\"">Myanmar Apolo park</a>\"", has become a hub of <a href=\""https://www.tiktok.com/discover/%E7%BC%85%E7%94%B8%E5%A6%99%E7%93%A6%E5%BA%95%E9%98%BF%E6%B3%A2%E7%BD%97%E5%9B%AD%E5%8C%BA\"">human trafficking and online scams</a> according to TikTok (Chinese: 抖音;Douyin App) <a href=\""https://www.tiktok.com/@leileimldq/video/7203298856782728494\"">video</a>.</p><p class=\""MsoNormal\"">According to records in <a href=\""https://sapphire.envisageworldwide.com/dica/?q=MYANMAR+APOLO+INTERNATIONAL+INVESTMENT+COMPANY+LIMITED\"">Myanmar Apolo International Investment Company Limited</a> (Chinese: <a href=\""https://www.facebook.com/people/%E7%BC%85%E7%94%B8%E9%98%BF%E6%B3%A2%E7%BD%97%E5%9B%BD%E9%99%85%E6%8A%95%E8%B5%84%E9%9B%86%E5%9B%A2/100064197067223/\"">缅甸阿波罗国际投资集团</a>) registered its Myanmar operation in Nov. 16, 2019.</p><p class=\""MsoNormal\"">According to the Directorate of Investment and Company Administration (DICA). The list of director members of Myanmar Apolo International Investment Company Limited, which operates a business by Chinese businessman <a href=\""https://sapphire.envisageworldwide.com/dica/officers/273ac07c4aeaa5649e779339bebff9e1-mr-li-chunhuan/\"">Mr. Li Chunhua</a>, Myanmar businessman <a href=\""https://sapphire.envisageworldwide.com/people/p-1f6b653de1-hto-eh-nu/\"">Saw Htoo Eah Muu</a>, oldest son of the <a href=\""https://www.douyin.com/video/7199212366465223973\"">BGF leader Saw Chit Thu</a>, <a href=\""https://sapphire.envisageworldwide.com/dica/officers/0ac02c72f4603d60e2ba03c9356a3d13-saw-soe-hlaing-oo/\"">Saw Soe Hlaing Oo</a>, <a href=\""https://sapphire.envisageworldwide.com/dica/officers/b5a58cf0b84f493921cbb9a8a166848f-u-htin-aung/\"">U Htin Aung</a> and <a href=\""https://sapphire.envisageworldwide.com/dica/officers/435a90b411bc50506b8c679a12e5037f-u-win-naing/\"">U Win Naing</a>.</p><p class=\""MsoNormal\"">Saw Htoo Eah Muu, oldest son of the leader Saw Chit Thu. He is also director of Htoo Thitsar Aung Company Limited, director of Yalong Bay Resort Tourism Development, director of Htoo Myittar Htoo Company Limited, director of Chit Linn Myaing Energy Company Limited, director of Chit Linn Myaing Toyota Company Limited, director of Chit Lin Myaing Mining &amp; Industry Company Limited and director of Dawna Thanlwin Company Limited. According to the Directorate of Investment and Company Administration (DICA). </p><p class=\""MsoNormal\""><strong>Source:</strong></p><p class=\""MsoListParagraphCxSpFirst\"">1. <a href=\""https://www.douyin.com/video/7194347373752061224\"">Myawaddy Park</a></p><p class=\""MsoListParagraphCxSpMiddle\"">2. <a href=\""https://www.douyin.com/video/7102807802900417822\"">Myawaddy Apolo Park</a></p><p class=\""MsoListParagraphCxSpMiddle\"">3. <a href=\""https://www.douyin.com/video/7184359568233860411\"">Apolo located in Myawaddy</a></p><p class=\""MsoListParagraphCxSpMiddle\"">4. <a href=\""https://www.tiktok.com/@leileimldq/video/7200695666413161774\"">Leader of Apolo Park</a></p><p class=\""MsoListParagraphCxSpMiddle\"">5. <a href=\""#\"">Myanmar Apolo International Investment Company Limited</a></p><p class=\""MsoListParagraphCxSpMiddle\"">6. Chinese businessman <a href=\""https://sapphire.envisageworldwide.com/dica/officers/273ac07c4aeaa5649e779339bebff9e1-mr-li-chunhuan/\"">Mr. Li Chunhua</a></p><p class=\""MsoListParagraphCxSpMiddle\"">7. Myanmar businessman <a href=\""https://sapphire.envisageworldwide.com/people/p-1f6b653de1-hto-eh-nu/\"">Saw Htoo Eah Muu</a></p><p class=\""MsoListParagraphCxSpMiddle\"">8. <a href=\""https://www.douyin.com/video/7199212366465223973\"">BGF leader Saw Chit Thu</a></p><p class=\""MsoListParagraphCxSpMiddle\"">9. <a href=\""https://sapphire.envisageworldwide.com/dica/officers/0ac02c72f4603d60e2ba03c9356a3d13-saw-soe-hlaing-oo/\"">Saw Soe Hlaing Oo</a></p><p class=\""MsoListParagraphCxSpMiddle\"">10. <a href=\""https://sapphire.envisageworldwide.com/dica/officers/b5a58cf0b84f493921cbb9a8a166848f-u-htin-aung/\"">U Htin Aung</a></p><p class=\""MsoListParagraphCxSpMiddle\"">11. <a href=\""https://sapphire.envisageworldwide.com/dica/officers/435a90b411bc50506b8c679a12e5037f-u-win-naing/\"">U Win Naing</a></p> <p class=\""MsoListParagraphCxSpLast\"">12. <a href=\""https://www.facebook.com/alvin.tang.739978/videos/702821651514825/?idorvanity=1339270619884017\"">Location of Scam Gang in Myanmar Apolo park by Chit Thu’s families</a></p>""",https://sapphire.envisageworldwide.com/organizations/myanmar-apolo-park,1e0bb4c3641e2c59c754c4f14b0207dc
3922,o-5b469e1187,,Investment Management Association Singapore (IMAS),Business association,,"""<p>Since its inception in 1997 amidst the Asian Financial Crisis, IMAS has played a pivotal role in shaping Singapore’s asset management industry.</p><p>IMAS has been active in enhancing the standards of professionalism amongst practitioners, advocating industry concerns, working closely with government agencies and regulators to formulate policies and strategies to grow and strengthen the asset management industry in Singapore.</p><p>IMAS plays a central role in the investment ecosystem, as the platform that brings together investors, fund managers, regulators, government agencies and service providers; facilitating international connectivity and playing a leading role among our network of investment associations globally.</p>""",https://sapphire.envisageworldwide.com/organizations/investment-management-association-singapore-imas,67cac0ae9b26b1e1ea265723db9057dc
3923,o-655439e318,157004956,NGWE YI PA LE' GROUP OF COMPANIES,Conglomerate,2014-03-03,"""<p>NGWE YI PA LE' Group was established on (March 3, 2014) with Registration No. (157004956) of the Myanmar Directorate of Investment and Company Administration. Leads subordinate companies and handles administrative matters. It has a total staff of 3030 (Cement Factories, Mines and Sales Department, Management Department, Human Development Department, Accounting Department). CROWN CEMENT brand cement and white sugar, the corner stone of building a new modern nation, are being exported to local B2B consumers under the company's brand name SINN SHWE LI SUGAR. As a NGWE YI PA LE' Group is very proud to provide our customers with reliable, high-quality products and services. NGWE YI PALE Group of Companies are constantly striving to provide high-quality products to our customers using modern technology.</p><p>Ngwe Yi Pale is a Mandalay-based conglomerate carrying out large-scale coal mining and quarrying in Shan State, and operating cement, sugar and fertilizer factories. With its subsidiary Mandalay Distribution &amp; Mining, Ngwe Yi Pale operates coal mines in Hsipaw, Lawksawk, Namzarng, Kyaukme and Ke See townships of Shan State. It has had close links with the Burma Army’s Northeastern Regional Command since it was established in 2000. </p>""",https://sapphire.envisageworldwide.com/organizations/ngwe-yi-pa-le-group-of-companies,521e635c4d105f2f0b837fc5c418d2f6
3924,o-423ded2a3c,,Salween Institute for Public Policy,Other,,"""<h2 class=\""wsite-content-title\"">Vision &amp; Mission</h2> Our vision is to help shape a better future for the peoples of Burma/Myanmar. Towards this vision, SI has two key objectives:<br><ul><li>Inform citizens of key policy issues impacting Burma/Myanmar through independent, objective analyses and public seminars/lectures. </li><li>Empower individuals and civil society organizations across the country through trainings and technical assistance so that they can participate in the shaping of public policies.</li></ul> <h2 class=\""wsite-content-title\"">We Believe<br></h2> <ul><li>That equality and right to self-determination for all ethnic nationalities are fundamental to building a peaceful and prosperous Burma/Myanmar.</li><li>That cultivating a strong intellectual foundation is crucial to fostering much-needed social cohesion among pluralistic societies of Burma/Myanmar. </li></ul> <h2 class=\""wsite-content-title\"">About SI</h2> <strong>Shared Values - </strong>Founding members of Salween Institute have come together out of a shared concern and desire to develop practical policy options to tackle complex socio-economic and political challenges affecting the peoples of our country. We draw our strength from our unique sets of skills and rich experiences, including seven different languages, cultural heritage, technical trainings, international experience and most importantly, strong relationships with our respective communities on the ground. <br><strong>A Wealth of Experience - </strong>Over the last 10-20 years, each of us has been actively and deeply engaged in various grassroots empowerment activities rooted in the diverse communities of Burma/Myanmar. We have worked in North America, along the Thai-Burmese border and inside Burma including conflict-affected areas.<br><strong>The Time is Now - </strong>Burma/Myanmar is undergoing a series of unprecedented changes and challenges. We at the Salween Institute believe that public policies should serve the public and that achieving this depends on informed debates, constructive dialogues, and empowered and engaged communities. To this end, the Salween Institute aims to equip communities in Burma/Myanmar with the information and tools to constructively participate in public policy making impacting their lives. And, there is no better time than now.""",https://sapphire.envisageworldwide.com/organizations/salween-institute-for-public-policy,16779324b636a69a52752f34cb3bd1ec
3925,o-c5368fdbfc,,Scoular,Company,,"""<p>A 127+-year old company with more than 4 billion in sales, Scoular provides diverse supply chain solutions for end-users and suppliers of grain, feed ingredients, and food ingredients. From offices and facilities in North America, South America, and Asia, our employees are engaged in the business of buying, selling, storing, handling, and processing grain and ingredients as well as managing transportation and logistics worldwide.<br></p>""",https://sapphire.envisageworldwide.com/organizations/scoular,a7e4e63aaf9caa91505cd75e12ee17c4
3926,o-023326d36f,,Human Rights Consortium Information Hub,Civil society network,2023-01-02,"""<p>Trócaire, the international development and humanitarian aid organization of the Catholic Bishops Conference of Ireland, works in partnership with local and church organizations, supporting communities in over 15 developing countries across Africa, Asia, Latin America, and the Middle East to bring about lasting change. Trócaire envisages a just and peaceful world where: people’s dignity is ensured, and rights are respected; basic needs are met, and resources are shared equitably; people have control over their own lives; and those in power act for the common good. </p><p>In Zimbabwe, Trócaire works across several thematic areas, including leading the implementation of a human rights project designed to promote citizens' civil and political rights, consistent with the Constitution. The project is being implemented by a consortium of 11 local civic society organizations working across the country. </p><h2>The Human Rights Project </h2><p>The project seeks to contribute to effective civic action to claim and defend human rights as set out in the 2013 Constitution of Zimbabwe by supporting citizens and organized citizen groups to challenge duty-bearers to respect and protect human rights, reducing barriers to gender equality, and equipping CSOs to sustain their role of supporting citizens and communities to exercise their rights. The project is being implemented in all 10 provinces of Zimbabwe and seeks to achieve the following changes. </p><ol><li>Increased access to quality legal medical and psycho-social support services to victims of Human Rights abuse and Human Rights Defenders (HRDs) in distress. The project will support the protection of HRDs and survivors through access to quality and timely gender-responsive legal, medical, counselling and psycho-social support (PSS). </li><li>Improved monitoring, documentation, information dissemination and advocacy on human rights violations in communities. Provision of human rights information to domestic and international audiences and institutions who in turn engage the Zimbabwean Government and other actors to respect and protect civil and political rights using gender- and persons with disabilities (PWD)-sensitive approaches.</li><li>Increased citizens’ capacity and opportunity to exercise their rights and monitor and advocate for change. The project will strengthen the capacity and opportunities of a range of marginalized citizens and organized citizen groups, in particular women, youth and PWDs, to exercise their rights, and monitor and advocate for change across wards and districts.</li><li>Women's confidence, capacity, and opportunity to advocate for the rights of women and girls and participate in public policy and decision-making, and politics, are strengthened. In combination with other gender-related interventions being implemented by Trocaire and local partners, the project will contribute to amplification of voice of women, and promoting women’s leadership in politics, government, and social/ community decision-making. </li><li>Consortium partners have improved systems, management and programming enabling them to</li></ol>sustain the defence and promotion of human rights. In line with its’ commitment to localization, Trócaire Zimbabwe will strengthen and sustain the capacity of local organizations through provision of institutional support, resulting in stronger, resilient, and sustainable organizations. """,https://sapphire.envisageworldwide.com/organizations/human-rights-consortium-information-hub,32c300ee91042ccf41f3b3750787c384
3927,o-8e3fa00d25,,Gulf Petroleum Myanmar - Northern Gulf Petroleum Group,Other,,"""<p>Justice for Myanmar-</p>""",https://sapphire.envisageworldwide.com/organizations/gulf-energy-development,ee2e553a9044b25cfed39ccd1a12b4c3
3928,o-ae1c1e5996,,Masakhaneni project trust,Other,,,https://sapphire.envisageworldwide.com/organizations/masakhaneni-project-trust,3644d9cf834c00b132424fb4b5516785
3929,o-8a66f5e8c5,,Myanmar's Junta-Linked Donor Companies,Company,,"""<p>These are the list of companies that registered in Myanmar that make financial donation to support Tatmadaw and its activities </p><p>The list is including to the donation since September 2017 to the after coup, Nay Pyi Taw parade, which marks the defeat of the Japanese during the Second World War on 27 March 2023.</p>""",https://sapphire.envisageworldwide.com/organizations/myanmar-s-junta-linked-donor-companies,5749f889279e373f99bafe9cd49128a1
3930,o-31181c1931,,Masakhaneni  Projects Trust,Local NGO,2012-08-07,"""<p>Masakhaneni is a non-political, non profit and independent organisation that exists to promote sustainable peace,reconciliation and justice in post conflict situations</p>""",https://sapphire.envisageworldwide.com/organizations/masakhaneni,83529ac353f8d1889cb52ea65702af47
3931,o-4c03a10457,,RCSS Department of Foreign Affairs,Other armed group,,"""<p>The Department of Foreign Affairs is the external affairs arm of the Restoration Council of Shan State (RCSS), which is the political wing of the Shan State Army (SSA). The RCSS is one of the main ethnic armed groups in Myanmar that is fighting for self-determination and greater autonomy for the Shan people.</p><p>The Department of Foreign Affairs is responsible for managing the RCSS's international relations and engaging with foreign governments, non-governmental organizations, and other external actors. Its primary objective is to raise awareness about the Shan people's struggle for self-determination and garner support for their cause on the international stage.</p><p>The Department of Foreign Affairs also plays a role in negotiating with the Myanmar government and other ethnic armed groups as part of the peace process in Myanmar. It is involved in discussions related to the implementation of the Nationwide Ceasefire Agreement (NCA), which was signed in 2015 and aimed to end decades-long conflicts between the Myanmar government and various ethnic armed groups.</p><p>Overall, the Department of Foreign Affairs is an important component of the RCSS's efforts to achieve greater autonomy for the Shan people and promote their interests on the international stage.</p>""",https://sapphire.envisageworldwide.com/organizations/rcss-department-of-foreign-affairs,385695bc513d693fc4717b52645030c5
3932,o-8f83c94afa,102649567,Myanmar Garment Manufacturers Association,Company,2013-06-13,"""<p>The Myanmar Garment Manufacturers Association (MGMA) is an organization that represents the interests of the garment and textile industry in Myanmar. The association was founded in June 13, 2013 and is based in Yangon, Myanmar.</p><p>The main objective of the MGMA is to promote and develop the garment industry in Myanmar, as well as to protect the interests of its members. The association works closely with the government, trade unions, and other stakeholders to create a favorable business environment for the industry.</p><p>The MGMA provides a range of services to its members, including training programs, networking opportunities, and advocacy services. The association also works to improve labor standards and working conditions in the industry, and to promote sustainable business practices.</p><p>Overall, the MGMA plays an important role in promoting the growth and development of the garment industry in Myanmar, and in ensuring that its members are able to operate in a sustainable and socially responsible manner.</p>""",https://sapphire.envisageworldwide.com/organizations/myanmar-garment-manufacturers-association,a116c716416b043a40b53fa33cef7718
3933,o-80ed128d12,,Altara,Company,,"""<p><a href=\""mailto:info@altara.vc\"">info@altara.vc</a><br>2 Fusionopolis Way, #15-03 Innovis Tower, Singapore 138634</p>""",https://sapphire.envisageworldwide.com/organizations/altara,38b30f8823ef1c40bda53ffd2b49098e
3934,o-b12974658e,,Straits Trading,Company,,"""Fund Managers in Singapore """,https://sapphire.envisageworldwide.com/organizations/straits-trading,26a433021bcc48aed6195740132fe716
3935,o-3a04f05d7d,,"Casino Bavet-Moc Bai Co., Ltd.",Company,,"""<p>The Casino Bavet-Moc Bai Co., Ltd. (巴域木牌国际娱乐公司) is part of the Yongyuan Group (永源集团), which according to its website was established in 1988 and has operations in Laos, Myanmar, Cambodia, and Macau, among others. Its business interests include real estate, gambling, tourism, hotels, dining, karaoke, and mining. Yongyuan Group also owns the Yongyuan Casino in Kandal Province (see profile here).</p><p>The Casino Bavet-Moc Bai Co., Ltd. owns Bavet Moc Bai Casino in Cambodia. <br></p>""",https://sapphire.envisageworldwide.com/organizations/casino-bavet-moc-bai-co-ltd,ec545b3fde9ddc003f42472a8bbe3b73
3936,o-503fe05483,,Yongyuan Group,Company,1988-12-31,"""<p>Established in 1988, Yongyuan Group is one of the most powerful entertainment investors in Southeast Asia. It operates in Laos, Macao, Myanmar, Cambodia and other countries. They are Tianhu (Dansavan) International Resort, Vientiane Lake International Resort, Bavimu International Entertainment Company, Yongyuan Real Estate Entertainment Co., etc. It is a large luxury multinational international new type entertainment company. Has the international standard gambling hall service management idea, gathers the real estate, the gambling, the traveling, the hotel, the dining, the karaoke, the gambling, the hotel, the tour, the holiday village, the golf course, the real estate, the mineral, Such high-end services as one of the large integrated modern entertainment company. Yongyuan Group has a strong management team based on the complete operating mechanism that has been gradually established in the market over the years, including real estate marketing, gambling, entertainment, tourism and leisure. With senior planners and a good management authority, Yongyuan Group is currently the most well-grounded and robust real estate and gaming industry in Southeast Asia. In other words, it has the strongest market development capability in the future. Yongyuan Group is a professional attitude to establish a professional image, with brilliant achievements to establish credibility and prestige, with the strength of the enterprise.<br></p>""",https://sapphire.envisageworldwide.com/organizations/yongyuan-group,58200ad6293cb80399af8bfeaa02c087
3937,o-31aedc503c,,Mon State Defense Force,Other armed group,2021-09-16,"""<p class=\""MsoNormal\"">The Mon State Defense Force (MSDF), comprised of ethnic groups from Mon State, was founded on September 16,2021 after the coup d’état in Myanmar. And is led by <a href=\""https://thanlwintimes.com/2023/02/08/interview-with-chairwoman-of-mon-state-defense-force-dr-thiri-mon-chan/\"" target=\""_blank\"" rel=\""noopener\"">Dr. Thiri MonChan</a>, chairman of Mon State Defense Force. The group's stated goals are to defend Mon communities from attacks by the Myanmar military and to promote Mon self-determination.</p><p class=\""MsoNormal\"">The organization is divided into Northern and Southern Region. The MSDF Southern Region (MSDF-South) is tied to Mon State Revolution Force (MSRF) and the MSDF-south former spokesperson Nai Nagar is now serving as spokesperson for the MSRF. </p>""",https://sapphire.envisageworldwide.com/organizations/mon-state-defense-force,fb039deaf71d00bbe848345d6a8c6ef4
3938,o-bf1f51e0eb,,Ruili Airlines,Company,,"""<p>Ruili Airlines Co., Ltd. is a Chinese low-cost carrier based at Kunming Changshui International Airport. It provides both domestic and international services to destinations in China and in Southeast Asia (Chiang Mai, Chiang Rai and Sihanoukville),using Boeing 737 aircraft.</p><p>The airline was established in 2014 and is wholly owned by Dong Lecheng is the chairman Ruili Airlinesthe and Yunnan Jingcheng Group. It received its Air operator's certificate on 22 January 2014. Its first service, between Kunming and Mangshi, was launched on 18 May 2014.</p>""",https://sapphire.envisageworldwide.com/organizations/ruili-airlines,cfaedda8e42848133338e153b587879a
3939,o-74c6363561,,RUI LI (CAMBODIA) BANK PLC.,Company,2019-01-09,"""RUI LI (CAMBODIA) BANK PLC. is a commercial bank established by China Yunnan Jingcheng Group Co., Ltd. in Cambodia. The bank has a registered capital of 75 million U.S. dollars and currently employs 41 people. Its services include receiving public deposits, credit services, foreign currency exchange, domestic foreign &amp; currency payments and transactions, and other financial services.Rui Li Bank is committed to complying with Cambodian laws and regulations and the regulatory requirements of the National Bank of Cambodia. The bank has established a strict internal control and supervision system to ensure compliance, risk control, and stability in all its operations.The bank is focused on continuously developing its traditional deposit and loan business while also adapting to the market's interest rate trend. It plans to establish 2-3 uniquely beneficial and high-quality products and refine its characteristic service to achieve differentiated competition.Rui Li Bank has advanced information systems, operation systems, human resources, and mobile equipment to ensure the establishment and smooth operation of each branch. The bank has opened a total of 1877 accounts, with total customer deposits of approximately US$134 million and total loans of approximately US$128 million as of December 2021.""",https://sapphire.envisageworldwide.com/organizations/rui-li-cambodia-bank-plc,95fa514181327d428eee205213a6217e
3940,o-ec3addf02c,00036832,"K99 Investment Co., Ltd.",Company,2018-10-02,"""<p>K99 Group was founded in 2017 by a well-connected Cambodian businessman. The company has buildings in the ‘Chinatown’ area of Otres, purchased from the Chinese businessman behind the bulk of developments in the vicinity. It also owns a compound called Triumph City, which is built on an 18-hectare plot northeast of Chinatown, where survivors have reported being sold to scam operators. This development was previously called Arc De Triomphe. As a junket operator, K99 Group has relationships with numerous casinos, several of which are housed in buildings linked to scam operations and rights abuses.</p><p>K99 Group also has a large compound northeast of the Chinatown area. This compound is called Triumph City (凯旋城) in some reports and Arc De Triomphe in others. The compound appeared in a documentary released by Al Jazeera in July 2022, which included testimony from a person who claimed he was sold to a compound with the signage of K99 Group. Video in the documentary shows this was the Triumph City compound, surrounded by high walls and barbed wire. The interviewee claimed that on his first day there he saw one man severely beaten, and that he was resold to another scam operator the next day.</p><p>In September 2022, ProPublica published an in-depth report on the online scam industry, speaking with several survivors. This included one 22-year-old man who ended up in a scamming compound in 2021 after responding to a job in marketing with a delivery company in Cambodia. The job turned out to be fake and, along with his brother, he eventually found himself in White Sand Palace, a notorious scam operation (see profile here). A few weeks after arriving there, they were sold to another scam compound: Triumph City. When they asked to leave, they were told they would have to pay a ransom of US$11,700. In his four months at the compound, he never stepped outside the heavily guarded gates.</p><p>In January 2022, he messaged the governor of Preah Sihanouk province on Facebook, and received a response asking for his phone number, after which the police called him. His bosses found out and chastised him, then made his brother record a videotaped confession on behalf of them both in which he said they owed money to the company due to a ‘personal loan’ and apologised to the governor. He was slapped by his boss and told that that if he was killed in the compound nobody would care. Due to their ‘troublemaker’ status they were sold to an operator in Phnom Penh, increasing their release fee to US$15,500 each. The man eventually managed to run away from this company, and his brother called the police who secured his release as well, but not before being forced to write a letter, seen by ProPublica, stating he had borrowed US$31,000 from the company, was happy and working voluntarily, and had not been kidnapped or beaten. As of September 2022, he was waiting to return to China.</p>""",https://sapphire.envisageworldwide.com/organizations/k99-investment-co-ltd,f787dcaef5617e48ad386bdb7384c687
3941,o-b890f3ecdb,,"Xing Tian Di Co., Ltd.",Company,,"""<p>Casino license number 094 KLK, valid from 2022 to December 31, 2026.<br></p>""",https://sapphire.envisageworldwide.com/organizations/xing-tian-di-co-ltd,2b4742ec9cbc92d8c53471d6c470053b
3942,o-06e09a8684,,Sokimex Investment Group,Company,,"""<p>Sokimex Investment Group has a subsidiary Sokha Hotel Co., Ltd. which owns the Thansur Sokha hotel where many alleged trafficking victims are force to do cyber scamming.<br></p>""",https://sapphire.envisageworldwide.com/organizations/sokimex-investment-group,539d3da0d209e48ddf0ceb58011c580a
3943,o-15384cacb4,,Save the Children,INGO,,,https://sapphire.envisageworldwide.com/organizations/save-the-children,dfd432638fce76c6edf0015dd2d4a0bd
3944,o-cae384fab1,,KNU - Huanya International New City Project,Other,2020-02-17,"""<p><a href=\""https://mp.weixin.qq.com/s/ATialzzd_AnDqecx6IfEBw?fbclid=IwAR2aIXDFD69a7080MR3vGepi-AVaa_fvJ8nWpeVCQOiBTz9F-GWx0Qg6We4\"" target=\""_blank\"" rel=\""noopener\"">The Huanya International New City Project</a> is a large-scale development located in the <a href=\""https://karennews.org/2023/03/knu-refutes-involvement-in-illegal-gambling-new-city-project/\"" target=\""_blank\"" rel=\""noopener\"">Mae Htaw Talay</a> area of Karen State, and it involves a strategic cooperation plan between the KNU and the Huanya International Holdings Group. The project includes an industrial park, China town, smart city, pedestrian street, border trade market, building materials city, and more. The total investment of the project is CNY 20 billion, which is equivalent to approximately USD 3.1 billion.</p><p>It has been reported that <a href=\""https://www.frontiermyanmar.net/en/controversial-border-project-looms-over-knu-congress/\"" target=\""_blank\"" rel=\""noopener\"">Mu La Ei Ahlin Co., Ltd</a>, which is owned by the KNU Central Defense Department/Organization, and a Chinese company called Huanya International Holding Group directly engaged in hiring/trading, but later started to operate indirectly. Mu La Ei Ahlin Company then changed its name to <a href=\""https://www.facebook.com/photo/?fbid=220621100591579&amp;set=a.110819181571772\"" target=\""_blank\"" rel=\""noopener\"">Troth Star Company Limited</a> and began purchasing land, while Huanya International Holding Group started to contract with <a href=\""https://www.facebook.com/photo?fbid=3698678890387889&amp;set=a.1497765067145960\"" target=\""_blank\"" rel=\""noopener\"">Trans Asia International Holding Group </a>as its agent instead of leasing directly. The land lease/purchase agreement was signed by the directors of KNU Company, including Saw Win Kyaw, KNU Vice President and Head of Finance Committee<a href=\""https://sapphire.envisageworldwide.com/people/p-5b6b3eff7c-padoh-saw-kwe-htoo-win/\"" target=\""_blank\"" rel=\""noopener\""> Saw Kwe Htoo Win</a>, and KNU Defense Secretary <a href=\""https://sapphire.envisageworldwide.com/people/p-7f5367028b-saw-roger-khin/\"" target=\""_blank\"" rel=\""noopener\"">Saw Roja Khin</a>.</p><p>There have been reports that the KNU has leased/sold land to Chinese companies that exceeds the land area specified in the contract, and a new Chinese city project called KK Park is being developed in the vicinity of this area, which reportedly includes businesses such as casinos, drug trade, and human trafficking. This raises concerns of potential involvement in international criminal activities.</p>""",https://sapphire.envisageworldwide.com/organizations/huanya-international-new-city-project,3f2dabe232d9e56080bb4a63516f277e
3947,o-8cab246bdd,120950398,Mu La Ei Ahlin Company Limited,Company,2019-06-24,"""<p>Mu La Ei Ahlin is registered in Myanmar’s Mon State, while Trans Asia is registered in Hong Kong, and is reportedly a subsidiary of Huanya International Holdings Group. The new city has been referred to by some as the Huanya International City Project.</p><p>Trans Asia International Holding Group and Mu La Ei Ahlin signed a land leasing contract at the 2020 ceremony, but that Mu La Ei Ahlin withdrew from the project sometime last year and was replaced by the Trust Star Company.</p><p>The KNU Saw Roger Khin and Mr. Yu Jianjun, Chairman of the Huanya International Holdings Group, delivered speeches on the successful cooperation between the two parties. Amidst the celebratory firecrackers, the KNU leaders and the shareholders of the Huanya International Holdings Group laid the foundation for the Huanya International City project on 2020.</p><p>The Huanya International Holdings Group signed a strategic cooperation plan to create the Huanya International New City project, covering an area of 26,400 mu (4,356 acres) with a total investment of CNY 20 billion is equivalent to approximately (USD 3.1 billion) . The project includes an industrial park, China town, smart city, pedestrian street, border trade market, building materials city, and more.</p>""",https://sapphire.envisageworldwide.com/organizations/mu-la-ei-ahlin-company-limited,f6e46cd4b48bfb1b64dd9656a3e4f7a1
3948,o-eec5144c58,132583269,Troth Star Company Limited,Company,2022-03-01,"""<p>The Huanya International New City project, which is owned by Troth Star Company Limited and developed by Trans-Asia International Holding Group, has reached an agreement that was signed voluntarily and without any external pressure or influence. The agreement has two points aimed at ensuring mutual benefit and cooperation for the success of both parties, according to leaked documents.</p><p>On February 17, 2020, Huanya International Holdings Group signed a strategic cooperation plan to establish the Huanya International New City project, covering an area of 26,400 mu (4,356 acres) with a total investment of CNY 20 billion, equivalent to approximately USD 3.1 billion. This large-scale development is located in the Mae Htaw Talay area of Karen State.</p>""",https://sapphire.envisageworldwide.com/organizations/troth-star-company-limited,78d63e6700dd4884302b080427c3dedb
